RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_2,NOCALL_3,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,NOCALL_8,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2A,Q2AOTHER,Q2B,Q2BOTHER,Q3,Q4A,Q4B,Q5,Q6,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q9,Q10A,Q10B,Q11A,Q11B,Q12A,Q12B,Q12C,Q12D,Q12E,Q13,Q14,Q15,Q16,Q17,Q18A,Q18B,Q18C,Q18D,Q19A,Q19B,Q19C,Q19D,Q19E,Q20A,Q20B,Q21A,Q21B,Q22,Q23,Q24A,Q24B,Q25A,Q25B,Q25C,Q25D,Q25E,Q25F,Q26A,Q26B,Q26C,Q26D,Q26E,Q27A,Q27B,Q27C,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38A,Q38B,Q38C,Q38D,Q38E,Q38F,Q38G,Q39A,Q39B,Q39C,Q40,Q41,Q42A,Q42B,Q42C,Q42D,Q42E,Q42F,Q43A,Q43B,Q43C,Q43D,Q43E,Q43F,Q43G,Q43H,Q43I,Q43J,Q43K,Q43L_CAM,Q43M_CAM,Q44A,Q44B,Q44C,Q44D,Q44E,Q44F,Q44G,Q44H,Q44I,Q44J,Q44K_CAM,Q44L_CAM,Q44M_CAM,Q44N_CAM,Q45,Q46,Q47,Q48A,Q48B,Q48C,Q48D,Q48E,Q48F,Q49A,Q49B,Q49C,Q49D,Q49E,Q49F,Q49G,Q49H,Q49I,Q49J,Q49K,Q49L,Q49M,Q49N,Q49O,Q49P,Q49Q,Q49R,Q49S,Q49T,Q50,Q51,Q52,Q53A,Q53B,Q53C,Q54A,Q54B,Q55PT1,Q55PT1OTHER,Q55PT2,Q55PT2OTHER,Q55PT3,Q55PT3OTHER,Q56A,Q56B,Q56C,Q56D,Q56E,Q56F,Q56G,Q56H,Q56I,Q56J,Q56K,Q56L,Q56M,Q56N,Q56O,Q56P,Q56Q,Q56R,Q56S,Q57A,Q57B,Q57C,Q57D,Q57E,Q57F,Q57G,Q58A,Q58B,Q58C,Q58D,Q58E,Q59A,Q59B,Q59C,Q60A,Q60B,Q60C,Q60D,Q61A,Q61B,Q61C,Q62,Q63,Q64,Q65,Q66,Q67,Q68A,Q68B,Q69,Q70,Q70OTHER,Q71,Q72A,Q72B,Q73A,Q73B,Q74,Q75,Q76,Q77A,Q77B,Q77C,Q77D,Q78A,Q78B,Q79_CAM,Q80_CAM,Q81A_CAM,Q81B_CAM,Q81C_CAM,Q81D_CAM,Q82A_CAM,Q82B_CAM,Q82C_CAM,Q82D_CAM,Q84,Q84OTHER,Q85A,Q85B,Q86A,Q86B,Q86C,Q86D,Q87A,Q87B,Q87C,Q87D,Q88A,Q88B,Q88BOTHER,Q89A,Q89B,Q89C,Q89D,Q89E,Q89F,Q90,Q91A,Q91B,Q92A,Q92B,Q93,Q94,Q95A,Q95B,Q95C,Q96A,Q96B,Q97,Q98,Q98OTHER,Q99,Q99OTHER,Q100,ENDTIME,LENGTH,Q101,Q102,Q102OTHER,Q103,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,Q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q110G1,Q110G2,Q110G_NOCALL1,Q110G_NOCALL2,Q110G_NOCALL3,Q110G_NOCALL4,Q110G_NOCALL5,Q110G_NOCALL6,Q110G_NOCALL7,Q110G_NOCALL8,Q112,Q113,Q114,Q115,Q116,Q116OTHER,Q117,Q117OTHER,Q118,Q119_1,Q119_2,Q119_3,Q119_4,Q119_5,Q119OTHER,withinwt
CAM0746,2,1227,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,3,9997,9997,9997,9997,9997,9997,9997,9997,1,3,1,16.05.18,10:42,21,9995,MOUFOU,1220,,2,4,4,2,4,4,0,2,0,0,2,4,1,0,0,0,0,3,4,3,3,3,1,3,2,2,3,0,2,1,0,4,3,2,3,3,2,1,4,3,8,4,0,0,0,0,0,0,2,2,3,2,3,1,1,2,2,2,2,3,1,4,2,3,1,4,3,1,2,4,5,5,5,2,2,2,2,0,3,0,2,2,3,3,0,0,2,2,2,1,1,1,3,3,2,1,3,2,2,9,2,3,1,0,3,1,1,1,1,1,1,1,1,2,4,1,2,3,0,2,0,0,1,3,0,0,7,7,7,0,7,7,7,0,7,7,0,7,7,7,1,0,1,4,1,2,0,3,1,1,24,,9996,,9996,,2,1,4,3,9,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,3,4,3,3,3,3,0,3,2,0,0,0,0,5,5,5,2,3,3,3,1,0,0,7,97,9997,,4,3,4,1,2,1,2,0,5,5,5,4,2,2,1,4,0,7,7,7,0,7,7,7,9995,MOUFOU,1,3,0,0,0,7,4,4,1,4,1,1220,,2,1,2,1,1,2,1,4,3,2,2,5,1,1,7,3,3,4,4,9995,COMMUNAUTE MISSIONAIRE CHRETIENNE INTERNATIONALE,1220,,8,11:34,53,1,1,,2,1,1,1,0,0,0,0,0,3,1,2,1,1,2,2,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM26,27,1,2,1239,ETON,1239,,8,2,9996,9996,9996,9996,,0.21613557
CAM0747,2,1231,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,5,3,1,9997,9997,9997,9997,9997,9997,9997,1,4,1,16.05.18,10:45,19,9995,MITAH,1,,9,3,3,9,3,2,0,0,1,0,1,7,0,0,0,0,0,3,4,0,4,4,1,1,3,4,2,0,3,0,0,1,8,1,1,4,2,2,1,1,8,4,0,0,0,0,0,0,0,2,1,2,1,1,0,1,8,1,3,3,2,5,3,2,2,2,1,2,3,4,4,3,2,2,4,1,9,9,2,0,3,3,3,1,2,0,8,1,1,1,1,1,2,2,2,2,2,2,2,9,9,9,9,1,1,0,0,0,0,2,9,9,9,4,4,1,0,0,0,3,3,3,0,7,7,0,7,7,7,0,7,7,7,0,7,7,0,7,7,7,1,1,1,2,1,2,0,0,1,1,1220,THE ANGLOHPONE  CRISIS,3,,16,,3,8,1,9,1,3,3,3,3,9,9,4,3,3,3,3,3,3,3,3,4,4,9,9,9,4,3,3,3,3,3,0,1,1,1,1,1,1,5,5,5,2,3,2,3,2,0,0,7,97,9997,,2,1,1,1,1,1,5,2,4,4,4,3,8,1,2,3,0,7,7,7,0,7,7,7,9995,METTA,0,3,0,0,0,7,3,3,1,3,0,9997,,1,1,0,0,1,2,1,4,4,3,1,2,2,1,7,1,3,11,4,8,,9995,WOULD WAIT FOR TOMORROW,8,11:56,71,1,1,,1221,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM21,22,1,1,1,,1233,,9,1,9996,9996,9996,9996,,0.69994839
CAM0748,2,1231,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,5,3,9997,9997,9997,9997,9997,9997,9997,9997,1,6,1,16.05.18,10:47,22,9995,MENCHUM,1221,,1,1,4,3,4,1,3,2,1,2,3,5,0,2,1,0,0,4,4,3,0,3,2,1,4,1,1,3,1,1,2,1,3,1,1,1,0,0,1,1,8,1,0,0,0,0,0,0,0,0,1,2,1,9,2,1,1,1,2,4,4,1,1,3,1,1,0,1,4,1,1,1,1,2,1,3,3,3,0,9,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,3,3,1,1,3,9,3,2,2,3,1,5,1,2,1,1,3,3,3,1,4,0,0,7,7,7,1,4,0,0,0,7,7,0,7,7,7,0,7,0,1,0,1,0,0,1,1,24,,29,,27,,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,9,2,1,1,3,1,1,2,2,1,4,2,2,2,2,2,3,1,1,2,2,2,0,1,5,1,1,1,1,3,1,1,3,1,5,15,,2,2,9,1,1,1,4,3,5,4,4,4,2,1,3,1,0,7,7,7,0,7,7,7,9995,WIDIKUM,1,2,2,0,3,7,4,2,1,5,0,9997,,2,2,1,2,1,2,1,4,4,2,3,4,0,1,7,7,3,12,7,0,,9997,,8,11:47,60,1,1,,1,1,1,4,0,1,0,0,0,0,1,1,1,1,2,2,2,3,3,6,9997,9997,9997,9997,9997,9997,CAM22,30,2,1,1,,1233,,9,1,1221,1233,1257,9996,,0.69994839
CAM0749,1,1225,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,2,4,9997,9997,9997,9997,9997,9997,9997,9997,1,4,1,16.05.18,10:48,22,9995,HINA,1220,,1,4,4,2,2,3,1,1,1,3,2,2,0,2,2,3,0,3,0,0,0,0,1,1,1,4,4,3,0,0,3,1,3,1,5,1,1,1,4,4,8,3,0,0,0,0,0,0,1,1,4,4,4,3,1,1,1,1,3,4,1,3,4,4,1,3,3,1,2,2,2,1,5,5,1,2,2,1,0,0,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,3,3,1,1,2,2,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,3,1,0,7,7,7,1,3,1,1,1,4,0,1,3,2,1,1,1,1,2,2,2,2,3,1,1,17,,8,,26,,2,1,3,3,1,3,3,3,3,3,1,3,1,3,3,3,1,1,3,2,2,2,2,2,2,2,3,3,3,3,3,0,1,0,1,1,1,1,4,4,4,4,2,3,1,2,1,0,7,97,9997,,1,1,4,1,1,1,4,1,1,5,5,5,3,3,2,3,0,7,7,7,0,7,7,7,9995,HINA,1,5,3,0,0,7,5,5,1,5,1,1222,,1,0,1,0,0,2,0,3,0,3,2,0,2,4,1,4,1,97,4,18,,1220,,1,11:44,56,1,1,,1220,2,1,1,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM28,27,2,2,1254,MOUNDANG,1254,,9,2,1220,1254,9996,9996,,1.65105263
CAM0750,2,1230,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,5,5,9997,9997,9997,9997,9997,9997,9997,9997,1,5,1,16.05.18,10:54,50,1237,BULU,1237,BULU,1,2,3,2,3,4,0,1,2,1,2,1,1,2,1,3,0,2,4,2,0,0,1,4,3,4,3,1,0,2,2,4,4,4,4,3,3,0,4,4,1,3,1,0,0,0,0,0,3,3,4,1,1,0,2,1,1,1,3,4,1,4,1,4,1,2,1,1,4,5,5,1,5,1,4,1,1,1,3,0,2,1,1,2,2,0,2,1,1,2,2,1,3,3,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,3,4,0,0,0,0,3,3,3,1,2,0,0,7,7,7,0,7,7,7,1,3,0,0,7,7,7,3,0,1,2,1,3,3,3,0,0,1220,CRISE ANGLOPHONE ET BOKO HARAM,23,,32,,3,2,2,2,2,1,3,3,3,2,2,3,2,3,3,3,3,2,3,4,3,4,4,3,3,4,3,3,3,3,3,0,3,1,2,0,0,0,5,4,4,4,1,4,4,7,1,0,7,97,9997,,2,4,1,1,1,1,4,3,5,5,5,5,1,1,5,3,0,7,7,7,0,7,7,7,9995,NDONG,0,4,0,0,0,9,5,5,1,5,1,1220,,2,2,2,0,2,2,0,4,0,2,2,3,3,11,2,3,1,97,8,8,,1220,,1,12:07,73,1,1,,2,4,1,4,0,0,0,0,0,4,2,2,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM10,28,2,1,1222,,1222,,8,1222,9996,9996,9996,9996,,1.74035983
CAM0751,2,1227,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,3,9997,9997,9997,9997,9997,9997,9997,9997,1,4,1,16.05.18,10:54,19,1220,,1220,,2,4,4,3,4,4,2,2,0,0,2,3,1,0,2,3,0,2,4,0,2,2,0,4,3,2,4,2,1,0,2,3,2,2,2,3,2,1,3,1,8,4,1,0,0,0,0,0,2,0,1,1,3,0,1,1,4,4,2,1,2,4,4,4,2,2,2,2,5,5,4,5,5,9,4,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,4,1,2,1,2,2,1,1,1,2,0,1,2,2,0,0,7,7,7,0,7,7,0,7,7,7,2,1,2,3,2,2,0,2,1,2,23,,2,,17,,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,5,3,5,5,4,5,3,3,3,1,3,3,1,3,0,0,0,1,5,5,4,4,1,3,3,7,0,0,7,97,9997,,3,4,4,1,2,2,1,1,5,4,4,4,1,2,4,3,0,7,7,7,0,7,7,7,2221,,1,5,0,0,0,7,5,5,1,5,0,9997,,0,2,2,0,0,2,1,4,4,3,2,3,1,3,1,4,3,3,4,18,,1220,,8,11:54,60,1,1,,2,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM23,27,2,2,1220,,1220,,8,1220,9996,9996,9996,9996,,0.21613557
CAM0752,2,1230,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,5,5,9997,9997,9997,9997,9997,9997,9997,9997,2,4,1,16.05.18,10:58,29,1237,BULU,1237,BULU,1,2,3,1,1,3,2,2,2,2,4,5,0,2,0,2,0,3,4,2,3,3,1,1,4,4,2,0,0,0,0,3,3,3,3,3,1,1,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,3,2,1,4,4,2,4,2,2,4,2,4,2,2,4,4,4,3,1,1,3,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,5,1,2,1,2,3,0,2,0,7,7,1,3,1,2,0,7,7,7,1,3,2,0,7,7,7,2,0,2,4,0,0,0,0,0,0,20,,8,,8,FAMINE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,3,4,1,3,3,2,1,3,3,1,0,0,0,5,4,3,3,2,4,1,1,0,0,7,97,9997,,4,4,5,1,3,1,4,2,4,5,5,5,2,2,1,3,0,7,7,7,0,7,7,7,2228,BULU,1,5,0,1,2,0,3,3,1,3,0,9997,,1,1,0,1,0,2,0,4,0,1,1,3,0,0,7,4,9,7,4,8,,9999,,1,11:50,52,2,1,,2,1,7,1,0,0,0,0,0,4,3,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM08,26,1,1,2,,2222,,7,2,1222,9996,9996,9996,,1.74035983
CAM0753,1,1221,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,5,5,5,3,1,9997,9997,9997,9997,9997,9997,2,4,2,16.05.18,11:00,20,1225,,2,,2,3,4,4,4,4,0,0,0,0,2,3,2,4,4,0,0,0,3,0,0,0,1,3,4,3,4,1,2,0,3,4,4,2,2,4,0,0,1,1,8,4,0,0,1,0,0,1,1,0,1,0,1,0,0,3,1,9,3,4,2,3,4,1,1,4,4,9,2,5,4,1,5,2,4,0,9,9,3,0,2,0,0,0,3,0,3,3,1,3,3,3,3,3,1,3,3,3,2,0,0,0,0,1,0,0,2,1,1,3,1,1,1,4,4,1,2,2,0,3,3,3,0,7,7,1,1,3,0,0,7,7,7,1,3,0,0,7,7,7,0,7,2,2,1,3,3,3,2,2,3,,9996,,9996,,3,3,3,2,2,3,3,2,2,2,2,3,3,3,2,4,4,3,3,4,4,4,4,2,2,4,3,3,3,3,4,0,2,1,1,0,1,0,5,9,5,3,3,4,4,2,1,3,1,4,1,,9,2,2,1,1,2,2,3,5,5,5,5,2,2,2,1,0,7,7,7,0,7,7,7,1229,,0,3,0,0,0,7,3,5,3,3,0,9997,,0,1,1,0,0,2,1,4,4,2,2,4,3,6,4,1,3,7,4,2,,1220,,0,12:01,61,2,1,,2,1,1,4,0,0,0,0,0,3,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM11,26,1,1,1234,BASSA,1234,,8,1,2,1234,9996,9996,,1.41375877
CAM0754,2,1230,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,5,5,9997,9997,9997,9997,9997,9997,9997,9997,1,1,1,16.05.18,11:05,25,1222,,2,,1,3,1,2,1,4,3,3,2,3,2,6,1,4,0,3,0,0,4,0,0,0,0,4,4,4,4,2,3,2,3,4,4,4,1,1,0,2,3,4,0,3,0,0,0,0,1,0,0,0,4,0,4,0,0,1,4,4,1,4,1,4,1,1,4,3,1,1,4,4,1,4,1,1,4,1,1,0,3,1,3,0,3,3,2,3,3,1,3,2,1,0,1,3,0,1,1,3,1,1,3,3,0,1,3,2,1,1,0,3,2,1,2,1,4,1,0,2,0,3,2,2,0,7,7,1,2,3,0,0,7,7,7,0,7,7,0,7,7,7,1,0,3,3,1,2,3,3,1,0,3,,16,,13,,3,1,1,1,1,1,2,3,1,2,3,1,1,3,3,3,2,1,2,3,3,4,4,2,1,4,4,3,3,3,3,2,2,1,2,0,0,0,5,4,2,4,1,4,4,2,1,0,7,97,9997,,2,1,1,0,7,7,7,7,5,5,5,1,2,1,1,2,0,7,7,7,0,7,7,7,1220,,1,2,0,0,0,0,3,3,1,3,0,9997,,0,2,0,2,0,2,0,4,0,3,3,2,0,4,1,1,1,97,4,8,,1220,,4,11:58,52,1,1,,2,1,5,1,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM07,35,2,1,1222,,1222,,8,2,9996,9996,9996,9996,,1.74035983
CAM0755,2,1230,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,5,5,9997,9997,9997,9997,9997,9997,9997,9997,1,2,1,16.05.18,11:10,38,9995,BAGAM,2,,2,4,4,3,4,4,0,3,0,2,3,5,1,0,0,0,0,4,4,1,4,4,1,3,2,3,3,1,1,1,3,5,5,5,5,5,0,1,1,4,2,2,1,0,0,0,0,2,0,3,1,4,1,0,1,1,1,1,2,3,2,4,2,4,2,3,2,2,4,4,4,2,4,4,2,1,2,1,1,2,1,0,0,2,3,1,3,1,2,0,0,0,1,3,2,0,0,2,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,3,3,3,3,3,3,1,3,3,0,7,7,7,1,3,2,1,1,4,3,1,2,2,1,3,0,0,1,0,3,0,3,0,0,24,,3,,20,,3,3,3,3,2,3,2,2,2,3,2,2,1,3,3,4,3,2,2,3,4,4,4,3,2,5,3,1,1,1,1,2,3,3,1,0,0,0,5,5,4,3,2,3,3,1,1,2,0,4,8,,2,2,2,1,1,1,4,3,5,4,4,2,3,1,1,2,0,7,7,7,0,7,7,7,1221,,0,3,0,0,3,7,3,3,1,3,1,1220,,2,2,0,2,0,2,1,4,3,1,1,4,0,4,1,3,1,97,8,0,,1220,,8,11:59,49,1,1,,2,1,1,4,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM09,21,1,1,2,,1234,,7,1222,1234,9996,9996,9996,,1.74035983
CAM0756,2,1227,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,3,9997,9997,9997,9997,9997,9997,9997,9997,2,6,1,16.05.18,11:16,25,1220,,1220,,1,4,2,9,3,9,4,4,4,3,3,2,0,0,1,2,0,2,0,0,0,0,1,3,4,1,2,3,1,1,0,1,1,3,3,3,3,0,3,4,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,4,3,2,2,2,2,2,4,3,2,2,3,4,2,4,2,3,4,2,2,1,3,0,2,1,0,0,0,1,3,3,2,2,2,0,2,3,2,3,3,2,3,1,2,2,2,3,3,3,3,2,3,2,3,2,2,1,2,1,2,3,2,2,2,3,1,2,0,1,2,1,3,0,7,7,7,0,7,7,0,7,7,7,3,3,0,2,0,3,2,3,0,0,3,,4,,9,,2,2,2,1,1,3,2,3,3,1,1,3,2,2,1,2,1,2,1,3,4,3,3,5,4,3,3,2,2,3,3,2,3,3,1,2,2,1,5,4,5,1,2,2,2,3,0,0,7,97,9997,,2,5,1,0,7,7,7,7,4,4,2,4,3,1,5,3,0,7,7,7,0,7,7,7,1253,,0,3,0,0,0,7,3,4,1,3,0,9997,,2,0,2,0,0,2,0,4,0,3,2,0,0,3,1,4,1,97,1,19,,9998,,8,13:14,118,2,1,,1220,1,1,4,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM25,27,1,1,1220,,1220,,8,1220,1221,9996,9996,9996,,0.21613557
CAM0757,2,1231,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,5,3,9997,9997,9997,9997,9997,9997,9997,9997,2,3,1,16.05.18,11:44,25,9995,MENKA,1221,,1,1,1,2,2,2,0,1,0,0,1,7,1,1,0,0,0,0,3,0,0,0,1,2,3,4,2,0,9,0,2,4,5,2,2,2,2,0,1,3,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,2,2,3,1,4,2,2,2,1,4,4,2,2,2,1,9,9,2,2,1,9,2,9,1,0,1,0,0,1,1,9,1,2,0,0,2,1,3,1,2,1,1,1,2,2,9,1,1,9,2,2,9,1,2,1,4,1,2,0,2,2,3,3,0,7,7,0,7,7,7,0,7,7,7,0,7,7,0,7,7,7,2,0,2,1,0,3,1,1,0,1,25,,14,,9996,,3,2,2,2,1,3,3,3,2,3,9,4,3,2,2,3,9,3,3,4,4,4,2,9,2,4,1,2,2,1,2,9,9,3,0,1,2,0,3,4,2,2,3,1,3,9,0,3,1,4,1,,2,4,2,1,1,2,4,9,2,2,4,2,1,1,2,3,0,7,7,7,0,7,7,7,9995,MENKA,1,3,0,1,1,7,2,3,1,4,0,9997,,0,2,1,1,1,2,1,4,3,2,1,2,1,5,1,3,2,6,5,13,,9999,,99,12:39,55,2,1,,1221,3,1,1,0,0,0,0,0,0,1,2,1,1,2,1,2,1,1,9997,9997,9997,9997,9997,9997,9997,CAM19,22,1,1,1,,2227,BAKWERI,7,1,9996,9996,9996,9996,,0.69994839
CAM0758,2,1227,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,3,9997,9997,9997,9997,9997,9997,9997,9997,2,7,1,16.05.18,11:51,30,1259,,1220,,2,4,4,4,4,9,2,4,2,2,4,5,2,2,0,0,0,4,4,3,0,2,1,3,1,3,4,2,2,3,3,2,2,2,2,2,2,3,2,4,1,4,1,1,2,3,2,2,2,3,1,1,0,0,0,2,5,1,1,2,3,4,4,4,4,2,1,1,5,5,5,5,4,5,2,2,2,3,2,3,3,3,3,2,2,2,3,3,2,3,3,1,3,3,3,1,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,5,0,2,2,0,0,0,0,0,7,7,0,7,7,7,0,7,7,7,1,2,0,1,4,1,1,2,2,0,1,1,2,2,3,1,1,9995,LA MERITOCRATIE AU CONCOURS PUBLIC,9996,,9996,,4,3,3,3,3,3,3,3,3,4,2,3,4,3,3,3,3,3,4,3,3,5,5,4,3,3,4,4,4,3,4,3,0,2,0,0,0,0,5,5,5,1,3,4,4,2,0,1,1,99,1,,5,4,4,0,7,7,7,7,5,5,5,5,2,2,1,3,0,7,7,7,0,7,7,7,2223,,1,5,2,3,2,7,5,5,1,4,1,1220,,1,1,1,0,0,2,0,3,2,2,2,4,1,0,7,4,4,2,4,2,,1220,,8,12:46,56,2,1,,2,1,1,4,1,0,0,0,0,3,1,1,1,1,2,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM26,27,1,2,1239,ETON,1239,,8,2,9996,9996,9996,9996,,0.21613557
CAM0759,2,1230,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,5,5,9997,9997,9997,9997,9997,9997,9997,9997,1,3,1,16.05.18,12:04,22,1237,BULU,1237,BULU,1,1,1,4,4,3,3,0,4,4,4,4,0,2,0,0,0,4,3,0,0,0,0,4,4,2,4,3,0,3,3,4,3,2,1,1,1,2,0,3,8,4,0,0,0,0,0,0,0,1,2,0,0,0,3,2,4,2,3,3,2,3,3,2,2,3,1,2,2,4,4,2,2,2,2,3,0,0,1,2,3,3,3,3,3,3,3,1,2,1,3,0,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,1,1,1,5,1,0,3,3,2,3,3,1,2,0,0,7,7,7,0,7,7,7,0,7,7,0,7,7,7,0,7,1,0,0,3,3,3,1,1,31,,24,,15,,2,2,2,2,2,2,3,3,3,3,1,2,1,3,3,3,3,1,3,1,4,4,4,2,3,4,3,3,3,3,3,1,1,1,0,0,0,0,5,5,1,2,2,2,4,2,0,1,0,4,1,,4,3,5,1,2,2,2,1,4,4,4,4,1,3,3,4,0,7,7,7,0,7,7,7,2228,BULU,0,2,3,3,2,0,3,3,1,1,1,1220,,2,2,0,0,0,2,1,4,0,2,2,4,0,1,7,4,9,12,4,8,,1220,,1,12:59,55,1,1,,2,2,7,1,0,0,0,0,0,4,3,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM08,26,1,1,2,,2222,,7,2,1222,9996,9996,9996,,1.74035983
CAM0760,2,1230,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,5,5,9997,9997,9997,9997,9997,9997,9997,9997,2,1,1,16.05.18,12:08,18,1222,,2,,2,3,4,3,1,2,4,4,0,0,3,6,1,3,4,0,1,3,3,1,3,2,2,1,4,4,4,0,0,3,0,4,4,1,3,4,0,2,4,4,8,3,0,0,0,0,0,0,0,0,0,0,4,4,4,1,1,1,3,4,1,4,4,4,1,4,1,1,1,4,4,4,5,1,1,0,1,0,0,3,1,1,1,1,1,2,2,2,3,3,3,1,0,3,0,0,0,3,3,0,2,2,1,2,1,1,1,1,2,1,2,1,2,4,4,1,2,0,0,0,2,0,0,7,7,0,7,7,7,1,3,0,0,0,7,7,0,7,7,7,0,7,2,3,0,0,0,3,0,0,11,,13,,16,,4,2,4,2,2,4,2,2,4,4,4,4,1,1,1,3,1,1,2,4,3,4,2,3,2,3,3,2,3,3,3,0,0,1,0,0,0,0,5,4,2,4,1,4,4,3,1,0,7,97,9997,,2,2,2,1,1,1,4,0,5,5,5,5,1,1,1,2,0,7,7,7,0,7,7,7,1220,,2,5,0,0,0,0,3,3,2,3,0,9997,,0,2,0,0,0,2,0,4,0,3,3,0,0,1,7,4,3,6,4,8,,1220,,1,13:01,52,2,1,,2,2,7,1,0,0,0,0,0,4,1,1,1,1,1,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,CAM07,35,2,1,1222,,1222,,8,2,9996,9996,9996,9996,,1.74035983
